"Gene"	"Cancer"
"93645"	"CTC1"	"TGCT"
"93646"	"CTDP1"	"TGCT"
"93647"	"CTLA4"	"TGCT"
"93648"	"CTNS"	"TGCT"
"93649"	"CTRL"	"TGCT"
"93650"	"CTSA"	"TGCT"
"93651"	"CTSB"	"TGCT"
"93652"	"CTSC"	"TGCT"
"93653"	"CTSD"	"TGCT"
"93654"	"CTSH"	"TGCT"
"93655"	"CTSL"	"TGCT"
"93656"	"CTSS"	"TGCT"
"93657"	"CTSW"	"TGCT"
"93658"	"CTSZ"	"TGCT"
"93659"	"CTU1"	"TGCT"
"93660"	"CUL1"	"TGCT"
"93661"	"CUL2"	"TGCT"
"93662"	"CUTC"	"TGCT"
"93663"	"CWF19L1"	"TGCT"
"93664"	"CXCL10"	"TGCT"
"93665"	"CXCL11"	"TGCT"
"93666"	"CXCL13"	"TGCT"
"93667"	"CXCL16"	"TGCT"
"93668"	"CXCL9"	"TGCT"
"93669"	"CXCR2P1"	"TGCT"
"93670"	"CXCR3"	"TGCT"
"93671"	"CXCR4"	"TGCT"
"93672"	"CXCR5"	"TGCT"
"93673"	"CXCR6"	"TGCT"
"93674"	"CXORF21"	"TGCT"
"93675"	"CXORF58"	"TGCT"
"93676"	"CXORF65"	"TGCT"
"93677"	"CXORF67"	"TGCT"
"93678"	"CXXC1"	"TGCT"
"93679"	"CYB561"	"TGCT"
"93680"	"CYB561A3"	"TGCT"
"93681"	"CYB561D2"	"TGCT"
"93682"	"CYB5R4"	"TGCT"
"93683"	"CYBA"	"TGCT"
"93684"	"CYBB"	"TGCT"
"93685"	"CYCS"	"TGCT"
"93686"	"CYLD"	"TGCT"
"93687"	"CYP11B1"	"TGCT"
"93688"	"CYP17A1"	"TGCT"
"93689"	"CYP1B1"	"TGCT"
"93690"	"CYP20A1"	"TGCT"
"93691"	"CYP27A1"	"TGCT"
"93692"	"CYP27B1"	"TGCT"
"93693"	"CYP2C8"	"TGCT"
"93694"	"CYP2E1"	"TGCT"
"93695"	"CYP2F1"	"TGCT"
"93696"	"CYP2R1"	"TGCT"
"93697"	"CYP3A43"	"TGCT"
"93698"	"CYP4F35P"	"TGCT"
"93699"	"CYP4V2"	"TGCT"
"93700"	"CYP51A1"	"TGCT"
"93701"	"CYP7A1"	"TGCT"
"93702"	"CYSLTR1"	"TGCT"
"93703"	"CYSLTR2"	"TGCT"
"93704"	"CYTH1"	"TGCT"
"93705"	"CYTH4"	"TGCT"
"93706"	"CYTIP"	"TGCT"
"93707"	"DAGLB"	"TGCT"
"93708"	"DAP3"	"TGCT"
"93709"	"DAPK2"	"TGCT"
"93710"	"DAPP1"	"TGCT"
"93711"	"DAXX"	"TGCT"
"93712"	"DAZL"	"TGCT"
"93713"	"DBP"	"TGCT"
"93714"	"DCAF12L1"	"TGCT"
"93715"	"DCAF13"	"TGCT"
"93716"	"DCAF15"	"TGCT"
"93717"	"DCAF4L1"	"TGCT"
"93718"	"DCAF4L2"	"TGCT"
"93719"	"DCAF8L1"	"TGCT"
"93720"	"DCAF8L2"	"TGCT"
"93721"	"DCANP1"	"TGCT"
"93722"	"DCLK3"	"TGCT"
"93723"	"DCP2"	"TGCT"
"93724"	"DCPS"	"TGCT"
"93725"	"DCST2"	"TGCT"
"93726"	"DCSTAMP"	"TGCT"
"93727"	"DDA1"	"TGCT"
"93728"	"DDHD1"	"TGCT"
"93729"	"DDIT4L"	"TGCT"
"93730"	"DDO"	"TGCT"
"93731"	"DDX11L2"	"TGCT"
"93732"	"DDX24"	"TGCT"
"93733"	"DDX39A"	"TGCT"
"93734"	"DDX3Y"	"TGCT"
"93735"	"DDX4"	"TGCT"
"93736"	"DDX43"	"TGCT"
"93737"	"DDX49"	"TGCT"
"93738"	"DDX5"	"TGCT"
"93739"	"DDX53"	"TGCT"
"93740"	"DDX56"	"TGCT"
"93741"	"DDX58"	"TGCT"
"93742"	"DDX6"	"TGCT"
"93743"	"DDX60"	"TGCT"
"93744"	"DDX60L"	"TGCT"
"93745"	"DEDD2"	"TGCT"
"93746"	"DEF6"	"TGCT"
"93747"	"DEF8"	"TGCT"
"93748"	"DEFB119"	"TGCT"
"93749"	"DEFB123"	"TGCT"
"93750"	"DEFB124"	"TGCT"
"93751"	"DEFB126"	"TGCT"
"93752"	"DENND1C"	"TGCT"
"93753"	"DENND2D"	"TGCT"
"93754"	"DENND3"	"TGCT"
"93755"	"DENND4A"	"TGCT"
"93756"	"DENND4B"	"TGCT"
"93757"	"DEPDC5"	"TGCT"
"93758"	"DEPDC7"	"TGCT"
"93759"	"DERL1"	"TGCT"
"93760"	"DERL3"	"TGCT"
"93761"	"DESI1"	"TGCT"
"93762"	"DGAT2L6"	"TGCT"
"93763"	"DGCR11"	"TGCT"
"93764"	"DGCR14"	"TGCT"
"93765"	"DGCR6L"	"TGCT"
"93766"	"DGKA"	"TGCT"
"93767"	"DGKD"	"TGCT"
"93768"	"DGKG"	"TGCT"
"93769"	"DGKH"	"TGCT"
"93770"	"DGKZ"	"TGCT"
"93771"	"DHH"	"TGCT"
"93772"	"DHPS"	"TGCT"
"93773"	"DHRS12"	"TGCT"
"93774"	"DHRS13"	"TGCT"
"93775"	"DHRS4"	"TGCT"
"93776"	"DHRS4L2"	"TGCT"
"93777"	"DHRS9"	"TGCT"
"93778"	"DHTKD1"	"TGCT"
"93779"	"DHX58"	"TGCT"
"93780"	"DIS3L"	"TGCT"
"93781"	"DKFZP434J0226"	"TGCT"
"93782"	"DKFZP586I1420"	"TGCT"
"93783"	"DKKL1"	"TGCT"
"93784"	"DLEU1"	"TGCT"
"93785"	"DLG3"	"TGCT"
"93786"	"DLGAP1-AS1"	"TGCT"
"93787"	"DLGAP3"	"TGCT"
"93788"	"DMC1"	"TGCT"
"93789"	"DMGDH"	"TGCT"
"93790"	"DMP1"	"TGCT"
"93791"	"DMRT1"	"TGCT"
"93792"	"DMRTB1"	"TGCT"
"93793"	"DMRTC2"	"TGCT"
"93794"	"DMXL2"	"TGCT"
"93795"	"DNAH1"	"TGCT"
"93796"	"DNAH10"	"TGCT"
"93797"	"DNAH3"	"TGCT"
"93798"	"DNAH8"	"TGCT"
"93799"	"DNAJA2"	"TGCT"
"93800"	"DNAJA4"	"TGCT"
"93801"	"DNAJB12"	"TGCT"
"93802"	"DNAJB3"	"TGCT"
"93803"	"DNAJB9"	"TGCT"
"93804"	"DNAJC1"	"TGCT"
"93805"	"DNAJC15"	"TGCT"
"93806"	"DNAJC25"	"TGCT"
"93807"	"DNAJC28"	"TGCT"
"93808"	"DNAJC30"	"TGCT"
"93809"	"DNAJC4"	"TGCT"
"93810"	"DNAJC5B"	"TGCT"
"93811"	"DNAJC7"	"TGCT"
"93812"	"DNAJC9"	"TGCT"
"93813"	"DNASE1L3"	"TGCT"
"93814"	"DNASE2"	"TGCT"
"93815"	"DNASE2B"	"TGCT"
"93816"	"DND1"	"TGCT"
"93817"	"DNHD1"	"TGCT"
"93818"	"DNLZ"	"TGCT"
"93819"	"DNM1P46"	"TGCT"
"93820"	"DNM2"	"TGCT"
"93821"	"DOCK10"	"TGCT"
"93822"	"DOCK11"	"TGCT"
"93823"	"DOCK2"	"TGCT"
"93824"	"DOCK8"	"TGCT"
"93825"	"DOK1"	"TGCT"
"93826"	"DOK2"	"TGCT"
"93827"	"DOK3"	"TGCT"
"93828"	"DPCR1"	"TGCT"
"93829"	"DPEP2"	"TGCT"
"93830"	"DPF3"	"TGCT"
"93831"	"DPH7"	"TGCT"
"93832"	"DPP7"	"TGCT"
"93833"	"DPP9"	"TGCT"
"93834"	"DPPA5"	"TGCT"
"93835"	"DPRXP4"	"TGCT"
"93836"	"DPT"	"TGCT"
"93837"	"DPY19L2P2"	"TGCT"
"93838"	"DPYD"	"TGCT"
"93839"	"DRAM1"	"TGCT"
"93840"	"DRAM2"	"TGCT"
"93841"	"DRAP1"	"TGCT"
"93842"	"DRG1"	"TGCT"
"93843"	"DSCC1"	"TGCT"
"93844"	"DSCR10"	"TGCT"
"93845"	"DSCR4"	"TGCT"
"93846"	"DSCR8"	"TGCT"
"93847"	"DSN1"	"TGCT"
"93848"	"DTHD1"	"TGCT"
"93849"	"DTX1"	"TGCT"
"93850"	"DTX2"	"TGCT"
"93851"	"DTX3L"	"TGCT"
"93852"	"DUPD1"	"TGCT"
"93853"	"DUS2"	"TGCT"
"93854"	"DUSP10"	"TGCT"
"93855"	"DUSP14"	"TGCT"
"93856"	"DUSP18"	"TGCT"
"93857"	"DUSP19"	"TGCT"
"93858"	"DUSP2"	"TGCT"
"93859"	"DUSP21"	"TGCT"
"93860"	"DUSP22"	"TGCT"
"93861"	"DUSP28"	"TGCT"
"93862"	"DUX4L6"	"TGCT"
"93863"	"DYNAP"	"TGCT"
"93864"	"DYNC1LI1"	"TGCT"
"93865"	"E2F2"	"TGCT"
"93866"	"E4F1"	"TGCT"
"93867"	"EAF2"	"TGCT"
"93868"	"EBI3"	"TGCT"
"93869"	"EDDM3A"	"TGCT"
"93870"	"EDEM1"	"TGCT"
"93871"	"EDEM2"	"TGCT"
"93872"	"EEF1B2"	"TGCT"
"93873"	"EEF2"	"TGCT"
"93874"	"EEF2KMT"	"TGCT"
"93875"	"EFEMP1"	"TGCT"
"93876"	"EFHD2"	"TGCT"
"93877"	"EGLN2"	"TGCT"
"93878"	"EGR2"	"TGCT"
"93879"	"EGR3"	"TGCT"
"93880"	"EHBP1L1"	"TGCT"
"93881"	"EHD1"	"TGCT"
"93882"	"EHD4"	"TGCT"
"93883"	"EID2B"	"TGCT"
"93884"	"EID3"	"TGCT"
"93885"	"EIF1"	"TGCT"
"93886"	"EIF1AD"	"TGCT"
"93887"	"EIF3C"	"TGCT"
"93888"	"EIF3CL"	"TGCT"
"93889"	"EIF3D"	"TGCT"
"93890"	"EIF3G"	"TGCT"
"93891"	"EIF3H"	"TGCT"
"93892"	"EIF3K"	"TGCT"
"93893"	"EIF4EBP3"	"TGCT"
"93894"	"EIF4ENIF1"	"TGCT"
"93895"	"ELAVL2"	"TGCT"
"93896"	"ELL"	"TGCT"
"93897"	"ELMO1"	"TGCT"
"93898"	"ELMOD1"	"TGCT"
"93899"	"ELOF1"	"TGCT"
"93900"	"ELOVL3"	"TGCT"
"93901"	"ELOVL4"	"TGCT"
"93902"	"ELOVL6"	"TGCT"
"93903"	"EMB"	"TGCT"
"93904"	"EMBP1"	"TGCT"
"93905"	"EMC3"	"TGCT"
"93906"	"EMC4"	"TGCT"
"93907"	"EMC6"	"TGCT"
"93908"	"EMC7"	"TGCT"
"93909"	"EMILIN2"	"TGCT"
"93910"	"EML2"	"TGCT"
"93911"	"EML3"	"TGCT"
"93912"	"EML6"	"TGCT"
"93913"	"EMP3"	"TGCT"
"93914"	"ENG"	"TGCT"
"93915"	"ENHO"	"TGCT"
"93916"	"ENOSF1"	"TGCT"
"93917"	"ENTHD1"	"TGCT"
"93918"	"ENTHD2"	"TGCT"
"93919"	"ENTPD1"	"TGCT"
"93920"	"ENTPD6"	"TGCT"
"93921"	"EPB41L3"	"TGCT"
"93922"	"EPB41L4A"	"TGCT"
"93923"	"EPB41L4A-AS2"	"TGCT"
"93924"	"EPB42"	"TGCT"
"93925"	"EPHA10"	"TGCT"
"93926"	"EPHB4"	"TGCT"
"93927"	"EPPIN"	"TGCT"
"93928"	"EPS15"	"TGCT"
"93929"	"EPSTI1"	"TGCT"
"93930"	"ERAP2"	"TGCT"
"93931"	"ERBB2IP"	"TGCT"
"93932"	"ERCC6L"	"TGCT"
"93933"	"ERICH5"	"TGCT"
"93934"	"ERMARD"	"TGCT"
"93935"	"ERMN"	"TGCT"
"93936"	"ERP29"	"TGCT"
"93937"	"ERP44"	"TGCT"
"93938"	"ESCO1"	"TGCT"
"93939"	"ESR1"	"TGCT"
"93940"	"ESR2"	"TGCT"
"93941"	"ESX1"	"TGCT"
"93942"	"ETHE1"	"TGCT"
"93943"	"ETS1"	"TGCT"
"93944"	"ETV7"	"TGCT"
"93945"	"EVA1C"	"TGCT"
"93946"	"EVI2A"	"TGCT"
"93947"	"EVI2B"	"TGCT"
"93948"	"EVL"	"TGCT"
"93949"	"EXD1"	"TGCT"
"93950"	"EXOC1"	"TGCT"
"93951"	"EXOC8"	"TGCT"
"93952"	"EXOSC1"	"TGCT"
"93953"	"EXOSC5"	"TGCT"
"93954"	"EXOSC9"	"TGCT"
"93955"	"EZH1"	"TGCT"
"93956"	"F8"	"TGCT"
"93957"	"FAAH"	"TGCT"
"93958"	"FABP3"	"TGCT"
"93959"	"FABP6"	"TGCT"
"93960"	"FAM103A1"	"TGCT"
"93961"	"FAM104A"	"TGCT"
"93962"	"FAM105A"	"TGCT"
"93963"	"FAM106A"	"TGCT"
"93964"	"FAM107B"	"TGCT"
"93965"	"FAM110A"	"TGCT"
"93966"	"FAM117A"	"TGCT"
"93967"	"FAM117B"	"TGCT"
"93968"	"FAM118A"	"TGCT"
"93969"	"FAM120A"	"TGCT"
"93970"	"FAM122C"	"TGCT"
"93971"	"FAM124B"	"TGCT"
"93972"	"FAM126B"	"TGCT"
"93973"	"FAM129C"	"TGCT"
"93974"	"FAM133A"	"TGCT"
"93975"	"FAM134A"	"TGCT"
"93976"	"FAM134C"	"TGCT"
"93977"	"FAM13A-AS1"	"TGCT"
"93978"	"FAM150B"	"TGCT"
"93979"	"FAM153A"	"TGCT"
"93980"	"FAM153B"	"TGCT"
"93981"	"FAM153C"	"TGCT"
"93982"	"FAM157A"	"TGCT"
"93983"	"FAM157B"	"TGCT"
"93984"	"FAM159A"	"TGCT"
"93985"	"FAM162B"	"TGCT"
"93986"	"FAM177A1"	"TGCT"
"93987"	"FAM177B"	"TGCT"
"93988"	"FAM178B"	"TGCT"
"93989"	"FAM182A"	"TGCT"
"93990"	"FAM182B"	"TGCT"
"93991"	"FAM183BP"	"TGCT"
"93992"	"FAM186A"	"TGCT"
"93993"	"FAM188A"	"TGCT"
"93994"	"FAM193B"	"TGCT"
"93995"	"FAM195A"	"TGCT"
"93996"	"FAM200A"	"TGCT"
"93997"	"FAM209A"	"TGCT"
"93998"	"FAM209B"	"TGCT"
"93999"	"FAM20A"	"TGCT"
"94000"	"FAM214A"	"TGCT"
"94001"	"FAM214B"	"TGCT"
"94002"	"FAM21C"	"TGCT"
"94003"	"FAM220A"	"TGCT"
"94004"	"FAM221A"	"TGCT"
"94005"	"FAM222B"	"TGCT"
"94006"	"FAM225A"	"TGCT"
"94007"	"FAM225B"	"TGCT"
"94008"	"FAM234A"	"TGCT"
"94009"	"FAM26F"	"TGCT"
"94010"	"FAM46B"	"TGCT"
"94011"	"FAM46C"	"TGCT"
"94012"	"FAM47C"	"TGCT"
"94013"	"FAM49A"	"TGCT"
"94014"	"FAM49B"	"TGCT"
"94015"	"FAM50B"	"TGCT"
"94016"	"FAM53A"	"TGCT"
"94017"	"FAM53B"	"TGCT"
"94018"	"FAM65B"	"TGCT"
"94019"	"FAM69A"	"TGCT"
"94020"	"FAM71F1"	"TGCT"
"94021"	"FAM71F2"	"TGCT"
"94022"	"FAM73B"	"TGCT"
"94023"	"FAM78A"	"TGCT"
"94024"	"FAM89B"	"TGCT"
"94025"	"FAM92A1P2"	"TGCT"
"94026"	"FAM95B1"	"TGCT"
"94027"	"FAM96A"	"TGCT"
"94028"	"FAM96B"	"TGCT"
"94029"	"FAM98A"	"TGCT"
"94030"	"FAM9A"	"TGCT"
"94031"	"FAM9B"	"TGCT"
"94032"	"FANCE"	"TGCT"
"94033"	"FARSA"	"TGCT"
"94034"	"FARSB"	"TGCT"
"94035"	"FAS"	"TGCT"
"94036"	"FASLG"	"TGCT"
"94037"	"FASTKD1"	"TGCT"
"94038"	"FASTKD5"	"TGCT"
"94039"	"FAU"	"TGCT"
"94040"	"FBLN5"	"TGCT"
"94041"	"FBP1"	"TGCT"
"94042"	"FBXL15"	"TGCT"
"94043"	"FBXL16"	"TGCT"
"94044"	"FBXL21"	"TGCT"
"94045"	"FBXL5"	"TGCT"
"94046"	"FBXL6"	"TGCT"
"94047"	"FBXL8"	"TGCT"
"94048"	"FBXO10"	"TGCT"
"94049"	"FBXO18"	"TGCT"
"94050"	"FBXO28"	"TGCT"
"94051"	"FBXO31"	"TGCT"
"94052"	"FBXO32"	"TGCT"
"94053"	"FBXO45"	"TGCT"
"94054"	"FBXO46"	"TGCT"
"94055"	"FBXO47"	"TGCT"
"94056"	"FBXO6"	"TGCT"
"94057"	"FBXO7"	"TGCT"
"94058"	"FBXO8"	"TGCT"
"94059"	"FBXW5"	"TGCT"
"94060"	"FBXW7"	"TGCT"
"94061"	"FCAR"	"TGCT"
"94062"	"FCER1G"	"TGCT"
"94063"	"FCER2"	"TGCT"
"94064"	"FCGR1A"	"TGCT"
"94065"	"FCGR1B"	"TGCT"
"94066"	"FCGR1C"	"TGCT"
"94067"	"FCGR2A"	"TGCT"
"94068"	"FCGR2B"	"TGCT"
"94069"	"FCGR2C"	"TGCT"
"94070"	"FCGR3A"	"TGCT"
"94071"	"FCHO1"	"TGCT"
"94072"	"FCHSD1"	"TGCT"
"94073"	"FCHSD2"	"TGCT"
"94074"	"FCMR"	"TGCT"
"94075"	"FCN1"	"TGCT"
"94076"	"FCRL1"	"TGCT"
"94077"	"FCRL2"	"TGCT"
"94078"	"FCRL3"	"TGCT"
"94079"	"FCRL4"	"TGCT"
"94080"	"FCRL5"	"TGCT"
"94081"	"FCRL6"	"TGCT"
"94082"	"FCRLA"	"TGCT"
"94083"	"FDFT1"	"TGCT"
"94084"	"FDXACB1"	"TGCT"
"94085"	"FEM1A"	"TGCT"
"94086"	"FERMT3"	"TGCT"
"94087"	"FES"	"TGCT"
"94088"	"FFAR2"	"TGCT"
"94089"	"FGD1"	"TGCT"
"94090"	"FGD2"	"TGCT"
"94091"	"FGD3"	"TGCT"
"94092"	"FGD4"	"TGCT"
"94093"	"FGD5"	"TGCT"
"94094"	"FGF7"	"TGCT"
"94095"	"FGL2"	"TGCT"
"94096"	"FGR"	"TGCT"
"94097"	"FHL3"	"TGCT"
"94098"	"FHL5"	"TGCT"
"94099"	"FIGLA"	"TGCT"
"94100"	"FILIP1"	"TGCT"
"94101"	"FKBP11"	"TGCT"
"94102"	"FKBP15"	"TGCT"
"94103"	"FKBP2"	"TGCT"
"94104"	"FKBP5"	"TGCT"
"94105"	"FKBP6"	"TGCT"
"94106"	"FLAD1"	"TGCT"
"94107"	"FLI1"	"TGCT"
"94108"	"FLJ25758"	"TGCT"
"94109"	"FLJ36000"	"TGCT"
"94110"	"FLJ41941"	"TGCT"
"94111"	"FLT3"	"TGCT"
"94112"	"FLT3LG"	"TGCT"
"94113"	"FLVCR2"	"TGCT"
"94114"	"FMN2"	"TGCT"
"94115"	"FMNL1"	"TGCT"
"94116"	"FMO2"	"TGCT"
"94117"	"FMO3"	"TGCT"
"94118"	"FMR1NB"	"TGCT"
"94119"	"FNBP1"	"TGCT"
"94120"	"FNDC7"	"TGCT"
"94121"	"FOXD4L6"	"TGCT"
"94122"	"FOXE3"	"TGCT"
"94123"	"FOXN2"	"TGCT"
"94124"	"FOXP3"	"TGCT"
"94125"	"FOXR1"	"TGCT"
"94126"	"FOXR2"	"TGCT"
"94127"	"FPR1"	"TGCT"
"94128"	"FPR2"	"TGCT"
"94129"	"FPR3"	"TGCT"
"94130"	"FRA10AC1"	"TGCT"
"94131"	"FRAT1"	"TGCT"
"94132"	"FRMPD1"	"TGCT"
"94133"	"FRS3"	"TGCT"
"94134"	"FSCN3"	"TGCT"
"94135"	"FSD1"	"TGCT"
"94136"	"FTH1"	"TGCT"
"94137"	"FTH1P3"	"TGCT"
"94138"	"FTHL17"	"TGCT"
"94139"	"FTL"	"TGCT"
"94140"	"FTMT"	"TGCT"
"94141"	"FUCA1"	"TGCT"
"94142"	"FUOM"	"TGCT"
"94143"	"FUT4"	"TGCT"
"94144"	"FUT7"	"TGCT"
"94145"	"FUT8-AS1"	"TGCT"
"94146"	"FXYD5"	"TGCT"
"94147"	"FYB"	"TGCT"
"94148"	"FYN"	"TGCT"
"94149"	"G0S2"	"TGCT"
"94150"	"G2E3"	"TGCT"
"94151"	"G6PC"	"TGCT"
"94152"	"G6PD"	"TGCT"
"94153"	"GAB3"	"TGCT"
"94154"	"GABRA3"	"TGCT"
"94155"	"GABRQ"	"TGCT"
"94156"	"GADD45GIP1"	"TGCT"
"94157"	"GAGE1"	"TGCT"
"94158"	"GAGE12D"	"TGCT"
"94159"	"GAGE12J"	"TGCT"
"94160"	"GAGE2A"	"TGCT"
"94161"	"GAGE2D"	"TGCT"
"94162"	"GAGE4"	"TGCT"
"94163"	"GAK"	"TGCT"
"94164"	"GALNT6"	"TGCT"
"94165"	"GANC"	"TGCT"
"94166"	"GAPT"	"TGCT"
"94167"	"GARS"	"TGCT"
"94168"	"GAS2L1"	"TGCT"
"94169"	"GAS2L1P2"	"TGCT"
"94170"	"GAS5"	"TGCT"
"94171"	"GATAD2A"	"TGCT"
"94172"	"GBA3"	"TGCT"
"94173"	"GBP1"	"TGCT"
"94174"	"GBP1P1"	"TGCT"
"94175"	"GBP2"	"TGCT"
"94176"	"GBP3"	"TGCT"
"94177"	"GBP4"	"TGCT"
"94178"	"GBP5"	"TGCT"
"94179"	"GCA"	"TGCT"
"94180"	"GCAT"	"TGCT"
"94181"	"GCC1"	"TGCT"
"94182"	"GCH1"	"TGCT"
"94183"	"GCM2"	"TGCT"
"94184"	"GCOM1"	"TGCT"
"94185"	"GCSAM"	"TGCT"
"94186"	"GCSAML"	"TGCT"
"94187"	"GCSAML-AS1"	"TGCT"
"94188"	"GDF9"	"TGCT"
"94189"	"GDPD4"	"TGCT"
"94190"	"GDPGP1"	"TGCT"
"94191"	"GEMIN6"	"TGCT"
"94192"	"GFI1"	"TGCT"
"94193"	"GFM2"	"TGCT"
"94194"	"GFOD1"	"TGCT"
"94195"	"GGA1"	"TGCT"
"94196"	"GGACT"	"TGCT"
"94197"	"GGNBP2"	"TGCT"
"94198"	"GGT5"	"TGCT"
"94199"	"GGT8P"	"TGCT"
"94200"	"GGTA1P"	"TGCT"
"94201"	"GHITM"	"TGCT"
"94202"	"GHRL"	"TGCT"
"94203"	"GIMAP1"	"TGCT"
"94204"	"GIMAP2"	"TGCT"
"94205"	"GIMAP4"	"TGCT"
"94206"	"GIMAP5"	"TGCT"
"94207"	"GIMAP6"	"TGCT"
"94208"	"GIMAP7"	"TGCT"
"94209"	"GIMAP8"	"TGCT"
"94210"	"GIN1"	"TGCT"
"94211"	"GINS3"	"TGCT"
"94212"	"GIP"	"TGCT"
"94213"	"GIT2"	"TGCT"
"94214"	"GJA10"	"TGCT"
"94215"	"GJA3"	"TGCT"
"94216"	"GJD3"	"TGCT"
"94217"	"GK"	"TGCT"
"94218"	"GK2"	"TGCT"
"94219"	"GK3P"	"TGCT"
"94220"	"GKAP1"	"TGCT"
"94221"	"GLE1"	"TGCT"
"94222"	"GLIPR1"	"TGCT"
"94223"	"GLIPR2"	"TGCT"
"94224"	"GLMN"	"TGCT"
"94225"	"GLRX"	"TGCT"
"94226"	"GLTSCR2"	"TGCT"
"94227"	"GM2A"	"TGCT"
"94228"	"GMEB2"	"TGCT"
"94229"	"GMFG"	"TGCT"
"94230"	"GMIP"	"TGCT"
"94231"	"GMPR"	"TGCT"
"94232"	"GNA14"	"TGCT"
"94233"	"GNA15"	"TGCT"
"94234"	"GNAT2"	"TGCT"
"94235"	"GNGT2"	"TGCT"
"94236"	"GNL2"	"TGCT"
"94237"	"GNLY"	"TGCT"
"94238"	"GNPTAB"	"TGCT"
"94239"	"GOLGA5"	"TGCT"
"94240"	"GOLGA6L1"	"TGCT"
"94241"	"GOLGA6L6"	"TGCT"
"94242"	"GOLGA8A"	"TGCT"
"94243"	"GOLGA8B"	"TGCT"
"94244"	"GP1BA"	"TGCT"
"94245"	"GPAT2"	"TGCT"
"94246"	"GPAT4"	"TGCT"
"94247"	"GPBP1L1"	"TGCT"
"94248"	"GPHA2"	"TGCT"
"94249"	"GPNMB"	"TGCT"
"94250"	"GPR108"	"TGCT"
"94251"	"GPR12"	"TGCT"
"94252"	"GPR132"	"TGCT"
"94253"	"GPR137"	"TGCT"
"94254"	"GPR137B"	"TGCT"
"94255"	"GPR141"	"TGCT"
"94256"	"GPR15"	"TGCT"
"94257"	"GPR150"	"TGCT"
"94258"	"GPR152"	"TGCT"
"94259"	"GPR155"	"TGCT"
"94260"	"GPR171"	"TGCT"
"94261"	"GPR174"	"TGCT"
"94262"	"GPR18"	"TGCT"
"94263"	"GPR183"	"TGCT"
"94264"	"GPR25"	"TGCT"
"94265"	"GPR31"	"TGCT"
"94266"	"GPR39"	"TGCT"
"94267"	"GPR4"	"TGCT"
"94268"	"GPR45"	"TGCT"
"94269"	"GPR55"	"TGCT"
"94270"	"GPR65"	"TGCT"
"94271"	"GPR68"	"TGCT"
"94272"	"GPR82"	"TGCT"
"94273"	"GPR84"	"TGCT"
"94274"	"GPR85"	"TGCT"
"94275"	"GPRC5C"	"TGCT"
"94276"	"GPRIN3"	"TGCT"
"94277"	"GPS2"	"TGCT"
"94278"	"GPSM3"	"TGCT"
"94279"	"GPX1"	"TGCT"
"94280"	"GPX2"	"TGCT"
"94281"	"GPX3"	"TGCT"
"94282"	"GRAMD1A"	"TGCT"
"94283"	"GRAP"	"TGCT"
"94284"	"GRAP2"	"TGCT"
"94285"	"GRIN3A"	"TGCT"
"94286"	"GRINA"	"TGCT"
"94287"	"GRK6"	"TGCT"
"94288"	"GRM2"	"TGCT"
"94289"	"GRN"	"TGCT"
"94290"	"GRWD1"	"TGCT"
"94291"	"GSAP"	"TGCT"
"94292"	"GSDMA"	"TGCT"
"94293"	"GSDMB"	"TGCT"
"94294"	"GSDMD"	"TGCT"
"94295"	"GSS"	"TGCT"
"94296"	"GSTK1"	"TGCT"
"94297"	"GSTM4"	"TGCT"
"94298"	"GSTO2"	"TGCT"
"94299"	"GSTZ1"	"TGCT"
"94300"	"GTF2A2"	"TGCT"
"94301"	"GTF2B"	"TGCT"
"94302"	"GTF2E1"	"TGCT"
"94303"	"GTF2E2"	"TGCT"
"94304"	"GTF3A"	"TGCT"
"94305"	"GTPBP10"	"TGCT"
"94306"	"GTPBP8"	"TGCT"
"94307"	"GTSE1-AS1"	"TGCT"
"94308"	"GTSF1"	"TGCT"
"94309"	"GTSF1L"	"TGCT"
"94310"	"GUCD1"	"TGCT"
"94311"	"GUCY1B2"	"TGCT"
"94312"	"GVINP1"	"TGCT"
"94313"	"GYG1"	"TGCT"
"94314"	"GYLTL1B"	"TGCT"
"94315"	"GYPC"	"TGCT"
"94316"	"GYS2"	"TGCT"
"94317"	"GZMA"	"TGCT"
"94318"	"GZMB"	"TGCT"
"94319"	"GZMH"	"TGCT"
"94320"	"GZMK"	"TGCT"
"94321"	"GZMM"	"TGCT"
"94322"	"H1FNT"	"TGCT"
"94323"	"H1FX-AS1"	"TGCT"
"94324"	"HABP4"	"TGCT"
"94325"	"HAGHL"	"TGCT"
"94326"	"HAMP"	"TGCT"
"94327"	"HAPLN3"	"TGCT"
"94328"	"HAR1A"	"TGCT"
"94329"	"HARBI1"	"TGCT"
"94330"	"HARS"	"TGCT"
"94331"	"HARS2"	"TGCT"
"94332"	"HAUS2"	"TGCT"
"94333"	"HAUS3"	"TGCT"
"94334"	"HAUS8"	"TGCT"
"94335"	"HAVCR2"	"TGCT"
"94336"	"HAX1"	"TGCT"
"94337"	"HBD"	"TGCT"
"94338"	"HCAR2"	"TGCT"
"94339"	"HCAR3"	"TGCT"
"94340"	"HCG26"	"TGCT"
"94341"	"HCG27"	"TGCT"
"94342"	"HCK"	"TGCT"
"94343"	"HCLS1"	"TGCT"
"94344"	"HCN2"	"TGCT"
"94345"	"HCN4"	"TGCT"
