"Gene_Symbol"	"Cancer"
"CXCL12"	"UCEC"
"CXCL9"	"UCEC"
"DCN"	"UCEC"
"DDR2"	"UCEC"
"DIO2"	"UCEC"
"ECM2"	"UCEC"
"EDIL3"	"UCEC"
"EDNRA"	"UCEC"
"EMCN"	"UCEC"
"ERG"	"UCEC"
"F13A1"	"UCEC"
"FAP"	"UCEC"
"FASLG"	"UCEC"
"FCGR2A"	"UCEC"
"FCGR2B"	"UCEC"
"FMO1"	"UCEC"
"FOXF1"	"UCEC"
"FPR1"	"UCEC"
"GIMAP5"	"UCEC"
"GREM1"	"UCEC"
"HEPH"	"UCEC"
"HGF"	"UCEC"
"IGF1"	"UCEC"
"IGSF6"	"UCEC"
"IL18R1"	"UCEC"
"IL1B"	"UCEC"
"ISLR"	"UCEC"
"ITGAM"	"UCEC"
"ITGBL1"	"UCEC"
"ITIH3"	"UCEC"
"ITIH5"	"UCEC"
"ITM2A"	"UCEC"
"KCNJ8"	"UCEC"
"KDR"	"UCEC"
"LDB2"	"UCEC"
"LMOD1"	"UCEC"
"LRRC15"	"UCEC"
"LUM"	"UCEC"
"LY86"	"UCEC"
"MAF"	"UCEC"
"MFAP5"	"UCEC"
"MMP3"	"UCEC"
"MS4A4A"	"UCEC"
"MS4A6A"	"UCEC"
"MSR1"	"UCEC"
"NOX4"	"UCEC"
"OLFML1"	"UCEC"
"OLFML2B"	"UCEC"
"PAPPA"	"UCEC"
"PDE2A"	"UCEC"
"PDGFRB"	"UCEC"
"PIK3R5"	"UCEC"
"PLXDC1"	"UCEC"
"PLXNC1"	"UCEC"
"PRKG1"	"UCEC"
"PTGER3"	"UCEC"
"PTGIS"	"UCEC"
"RAMP3"	"UCEC"
"RARRES2"	"UCEC"
"RASGRP3"	"UCEC"
"RGS4"	"UCEC"
"RUNX1T1"	"UCEC"
"SAMSN1"	"UCEC"
"SFRP4"	"UCEC"
"SH2D1A"	"UCEC"
"SIGLEC1"	"UCEC"
"SP140"	"UCEC"
"SPON2"	"UCEC"
"SULF1"	"UCEC"
"TCF21"	"UCEC"
"TFEC"	"UCEC"
"THBS2"	"UCEC"
"TLR2"	"UCEC"
"TLR7"	"UCEC"
"TNFSF4"	"UCEC"
"TRAT1"	"UCEC"
"VCAM1"	"UCEC"
"VSIG4"	"UCEC"
"WISP1"	"UCEC"
"WNT2"	"UCEC"
"ZEB2"	"UCEC"
"APBB1IP"	"UCS"
"ATP8B4"	"UCS"
"BTK"	"UCS"
"C1QA"	"UCS"
"C1QB"	"UCS"
"C3AR1"	"UCS"
"CCR1"	"UCS"
"CD14"	"UCS"
"CD163"	"UCS"
"CD86"	"UCS"
"CD93"	"UCS"
"CH25H"	"UCS"
"CLEC7A"	"UCS"
"COL10A1"	"UCS"
"COL15A1"	"UCS"
"CSF1R"	"UCS"
"CXCL9"	"UCS"
"DIO2"	"UCS"
"EDIL3"	"UCS"
"FAP"	"UCS"
"FASLG"	"UCS"
"FCGR2A"	"UCS"
"FCGR2B"	"UCS"
"FOXF1"	"UCS"
"FPR1"	"UCS"
"GIMAP5"	"UCS"
"HEPH"	"UCS"
"IGF1"	"UCS"
"IGSF6"	"UCS"
"IL18R1"	"UCS"
"IL1B"	"UCS"
"ITGAM"	"UCS"
"ITIH5"	"UCS"
"KDR"	"UCS"
"LRRC32"	"UCS"
"MS4A4A"	"UCS"
"MS4A6A"	"UCS"
"MSR1"	"UCS"
"PIK3R5"	"UCS"
"RAMP3"	"UCS"
"SAMSN1"	"UCS"
"SFRP4"	"UCS"
"SH2D1A"	"UCS"
"SIGLEC1"	"UCS"
"SP140"	"UCS"
"SPON1"	"UCS"
"SPON2"	"UCS"
"SULF1"	"UCS"
"TFEC"	"UCS"
"THBS2"	"UCS"
"TLR2"	"UCS"
"TLR7"	"UCS"
"TRAT1"	"UCS"
"VSIG4"	"UCS"
"WISP1"	"UCS"
"WNT2"	"UCS"
"EMCN"	"UVM"
"ENPP2"	"UVM"
"ITGAM"	"UVM"
"ITM2A"	"UVM"
"SERPING1"	"UVM"
